ZIPCODE;DATETIME;MIN;MAX;COUNT;SUM
**80040-9;2016 W37;1.0;2.0;4.0;5.0
**80080-8;2016 W36;1.0;1.0;1.0;1.0
**80210-2;2016 W37;2.0;2.0;5.0;10.0
**80240-2;2016 W36;1.0;1.0;1.0;1.0
**80240-2;2016 W37;2.0;2.0;4.0;8.0
**80140-3;2016 W37;2.0;2.0;5.0;10.0
**80080-1;2016 W37;1.0;4.0;6.0;13.0
**80100-5;2016 W37;2.0;3.0;4.0;9.0
**80100-5;2016 W37;1.0;4.0;3.0;7.0
**80030-3;2016 W37;2.0;4.0;6.0;19.0
**80000-5;2016 W37;2.0;4.0;5.0;15.0
**80180-5;2016 W37;2.0;2.0;4.0;8.0
**80220-4;2016 W37;2.0;2.0;1.0;2.0
**80060-1;2016 W37;1.0;1.0;4.0;4.0
**80240-2;2016 W37;2.0;2.0;1.0;2.0
**80010-4;2016 W37;1.0;2.0;5.0;6.0
**80230-2;2016 W37;1.0;1.0;1.0;1.0
**80140-0;2016 W37;1.0;1.0;2.0;2.0
**80040-8;2016 W37;3.0;4.0;6.0;19.0
**80070-8;2016 W37;2.0;2.0;6.0;12.0
**80160-5;2016 W37;1.0;1.0;5.0;5.0
**80220-8;2016 W37;2.0;2.0;1.0;2.0
**80240-1;2016 W37;1.0;1.0;1.0;1.0
**80010-3;2016 W36;1.0;1.0;1.0;1.0
**80010-3;2016 W37;1.0;2.0;5.0;8.0
**80100-5;2016 W37;3.0;3.0;1.0;3.0
**80090-4;2016 W37;1.0;1.0;3.0;3.0
**80200-0;2016 W36;1.0;1.0;1.0;1.0
**80200-0;2016 W37;1.0;3.0;5.0;10.0
**80100-4;2016 W37;3.0;6.0;4.0;20.0
**80090-9;2016 W37;2.0;3.0;5.0;11.0
**80120-5;2016 W37;1.0;2.0;6.0;10.0
**80140-5;2016 W37;1.0;8.0;5.0;23.0
**80240-4;2016 W37;1.0;4.0;4.0;8.0
**80010-9;2016 W37;1.0;2.0;5.0;9.0
**80170-8;2016 W37;1.0;2.0;3.0;5.0
**80000-1;2016 W37;2.0;3.0;5.0;11.0
**80140-6;2016 W37;1.0;1.0;6.0;6.0
**80060-1;2016 W37;1.0;2.0;4.0;5.0
**80050-5;2016 W37;1.0;2.0;5.0;6.0
**80200-8;2016 W37;2.0;4.0;4.0;11.0
**80100-9;2016 W37;1.0;1.0;3.0;3.0
**80040-2;2016 W37;1.0;3.0;5.0;8.0
**80130-9;2016 W37;1.0;1.0;1.0;1.0
**80030-9;2016 W37;1.0;2.0;4.0;6.0
**80080-7;2016 W37;1.0;3.0;5.0;10.0
**80120-1;2016 W36;1.0;1.0;1.0;1.0
**80020-0;2016 W37;1.0;1.0;5.0;5.0
**80120-5;2016 W37;2.0;2.0;1.0;2.0
**80070-5;2016 W37;1.0;1.0;1.0;1.0
**80170-2;2016 W37;2.0;2.0;3.0;6.0
**80080-6;2016 W36;1.0;1.0;1.0;1.0
**80080-6;2016 W37;2.0;3.0;5.0;11.0
**80020-1;2016 W36;2.0;2.0;1.0;2.0
**80020-1;2016 W37;1.0;4.0;7.0;15.0
**80120-4;2016 W37;2.0;2.0;5.0;10.0
**80210-9;2016 W36;1.0;1.0;1.0;1.0
**80210-9;2016 W37;1.0;1.0;4.0;4.0
**80240-0;2016 W37;2.0;2.0;4.0;8.0
**80230-9;2016 W37;1.0;3.0;6.0;10.0
**80230-6;2016 W37;1.0;1.0;3.0;3.0
**80030-0;2016 W37;2.0;2.0;4.0;8.0
**80080-6;2016 W37;2.0;2.0;2.0;4.0
**80140-1;2016 W37;2.0;2.0;1.0;2.0
**80080-0;2016 W37;2.0;6.0;4.0;14.0
**80180-5;2016 W37;2.0;2.0;5.0;10.0
**80220-5;2016 W37;1.0;2.0;6.0;11.0
**80060-1;2016 W37;2.0;2.0;2.0;4.0
**80090-2;2016 W37;2.0;2.0;1.0;2.0
**80100-5;2016 W37;2.0;5.0;4.0;12.0
**80070-1;2016 W37;2.0;2.0;1.0;2.0
**80200-9;2016 W37;1.0;1.0;4.0;4.0
**80100-4;2016 W37;1.0;2.0;5.0;7.0
**80240-0;2016 W37;1.0;1.0;1.0;1.0
**80150-6;2016 W37;1.0;2.0;4.0;6.0
**80150-1;2016 W37;2.0;3.0;6.0;14.0
**80100-5;2016 W37;1.0;4.0;5.0;11.0
**80020-3;2016 W37;2.0;2.0;5.0;10.0
**80230-2;2016 W37;2.0;2.0;2.0;4.0
**80190-0;2016 W36;1.0;1.0;1.0;1.0
**80050-1;2016 W37;1.0;5.0;7.0;21.0
**80060-0;2016 W37;1.0;2.0;5.0;9.0
**80100-7;2016 W37;1.0;1.0;4.0;4.0
**80080-6;2016 W37;1.0;3.0;6.0;13.0
**80120-2;2016 W37;2.0;2.0;1.0;2.0
**80020-2;2016 W37;1.0;6.0;7.0;21.0
**80050-5;2016 W37;1.0;1.0;2.0;2.0
**80230-8;2016 W37;1.0;2.0;3.0;4.0
**80110-9;2016 W37;1.0;4.0;3.0;8.0
**80070-1;2016 W37;3.0;3.0;1.0;3.0
**80030-9;2016 W36;2.0;2.0;1.0;2.0
**80030-9;2016 W37;1.0;2.0;4.0;7.0
**80070-1;2016 W36;1.0;1.0;1.0;1.0
**80070-1;2016 W37;1.0;2.0;5.0;8.0
**80150-3;2016 W37;2.0;4.0;5.0;14.0
**80040-4;2016 W36;1.0;1.0;1.0;1.0
**80010-4;2016 W37;2.0;3.0;5.0;12.0
**80000-3;2016 W37;2.0;2.0;6.0;12.0
**80190-3;2016 W36;2.0;2.0;1.0;2.0
**80190-3;2016 W37;2.0;4.0;6.0;16.0
**80160-2;2016 W37;1.0;5.0;7.0;15.0
**80080-2;2016 W37;1.0;3.0;5.0;10.0
**80040-6;2016 W37;1.0;2.0;4.0;7.0
**80160-5;2016 W37;2.0;2.0;5.0;10.0
**80140-5;2016 W37;2.0;2.0;5.0;10.0
**80040-0;2016 W37;2.0;2.0;1.0;2.0
**80040-3;2016 W37;1.0;3.0;6.0;13.0
**80140-4;2016 W37;1.0;1.0;1.0;1.0
**80020-1;2016 W37;1.0;1.0;5.0;5.0
**80090-3;2016 W36;4.0;4.0;1.0;4.0
**80090-3;2016 W37;2.0;4.0;6.0;15.0
**80210-9;2016 W36;2.0;2.0;1.0;2.0
**80210-9;2016 W37;1.0;3.0;6.0;12.0
**80080-7;2016 W37;2.0;2.0;1.0;2.0
**80210-6;2016 W36;1.0;1.0;1.0;1.0
**80210-6;2016 W37;1.0;2.0;7.0;10.0
**80020-3;2016 W37;2.0;3.0;6.0;13.0
**80140-4;2016 W37;2.0;2.0;2.0;4.0
**80120-9;2016 W37;1.0;2.0;5.0;6.0
**80170-9;2016 W37;2.0;2.0;1.0;2.0
**80210-3;2016 W36;2.0;2.0;1.0;2.0
**80010-4;2016 W37;1.0;1.0;4.0;4.0
**80160-2;2016 W36;2.0;2.0;1.0;2.0
**80160-2;2016 W37;2.0;3.0;6.0;13.0
**80090-3;2016 W36;2.0;2.0;1.0;2.0
**80090-3;2016 W37;2.0;3.0;5.0;12.0
**80040-3;2016 W37;1.0;4.0;4.0;9.0
**80220-5;2016 W37;2.0;4.0;2.0;6.0
**80020-1;2016 W37;2.0;2.0;1.0;2.0
**80080-6;2016 W37;1.0;2.0;4.0;7.0
**80230-1;2016 W37;1.0;2.0;5.0;8.0
**80050-5;2016 W37;2.0;4.0;5.0;15.0
**80210-6;2016 W37;1.0;2.0;6.0;7.0
**80010-4;2016 W37;2.0;3.0;5.0;11.0
**80160-2;2016 W37;3.0;3.0;1.0;3.0
**80220-5;2016 W37;2.0;4.0;5.0;12.0
**80050-2;2016 W37;2.0;2.0;1.0;2.0
**80180-0;2016 W37;2.0;2.0;3.0;6.0
**80180-7;2016 W37;1.0;4.0;6.0;15.0
**80200-1;2016 W37;1.0;2.0;5.0;8.0
**80040-5;2016 W37;2.0;3.0;4.0;9.0
**80130-8;2016 W36;2.0;2.0;1.0;2.0
**80240-9;2016 W37;1.0;2.0;3.0;5.0
**80000-5;2016 W37;1.0;2.0;5.0;9.0
**80100-6;2016 W37;1.0;1.0;4.0;4.0
**80060-2;2016 W37;1.0;2.0;5.0;7.0
**80070-3;2016 W37;1.0;4.0;5.0;12.0
**80060-8;2016 W37;1.0;1.0;1.0;1.0
**80170-5;2016 W36;2.0;2.0;1.0;2.0
**80230-4;2016 W37;1.0;2.0;5.0;9.0
**80010-4;2016 W37;2.0;8.0;4.0;21.0
**80130-0;2016 W37;1.0;1.0;5.0;5.0
**80000-7;2016 W37;1.0;4.0;5.0;11.0
**80070-6;2016 W37;4.0;4.0;2.0;8.0
**80140-6;2016 W36;2.0;2.0;1.0;2.0
**80140-6;2016 W37;2.0;2.0;6.0;12.0
**80210-2;2016 W37;2.0;2.0;2.0;4.0
**80120-6;2016 W36;2.0;2.0;1.0;2.0
**80120-6;2016 W37;1.0;2.0;5.0;6.0
**80150-3;2016 W37;1.0;4.0;6.0;17.0
**80170-0;2016 W37;1.0;1.0;1.0;1.0
**80010-4;2016 W37;1.0;1.0;4.0;4.0
**80240-9;2016 W37;2.0;2.0;1.0;2.0
**80130-9;2016 W37;1.0;2.0;3.0;4.0
**80240-7;2016 W37;1.0;3.0;4.0;6.0
**80030-6;2016 W36;2.0;2.0;1.0;2.0
**80030-6;2016 W37;1.0;3.0;4.0;8.0
**80230-6;2016 W37;2.0;2.0;2.0;4.0
**80230-7;2016 W37;2.0;2.0;1.0;2.0
**80240-0;2016 W37;1.0;1.0;1.0;1.0
**80210-5;2016 W36;2.0;2.0;1.0;2.0
**80210-5;2016 W37;1.0;3.0;5.0;7.0
**80110-8;2016 W36;1.0;1.0;1.0;1.0
**80040-3;2016 W37;2.0;2.0;5.0;10.0
**80190-6;2016 W37;1.0;2.0;3.0;4.0
**80010-5;2016 W37;1.0;6.0;6.0;18.0
**80080-9;2016 W37;4.0;4.0;1.0;4.0
**80110-2;2016 W37;1.0;3.0;2.0;4.0
**80160-5;2016 W37;1.0;2.0;3.0;5.0
**80090-9;2016 W37;1.0;1.0;1.0;1.0
**80090-5;2016 W37;2.0;3.0;3.0;8.0
**80150-0;2016 W37;3.0;4.0;2.0;7.0
**80030-9;2016 W37;2.0;4.0;5.0;12.0
**80160-6;2016 W37;1.0;1.0;2.0;2.0
**80020-1;2016 W36;1.0;1.0;1.0;1.0
**80020-1;2016 W37;1.0;1.0;3.0;3.0
**80110-6;2016 W37;1.0;2.0;4.0;7.0
**80030-0;2016 W36;3.0;3.0;1.0;3.0
**80030-0;2016 W37;2.0;6.0;6.0;16.0
**80000-9;2016 W37;1.0;1.0;1.0;1.0
**80010-2;2016 W36;1.0;1.0;1.0;1.0
**80010-2;2016 W37;2.0;2.0;2.0;4.0
**80000-0;2016 W37;2.0;3.0;5.0;14.0
**80160-1;2016 W36;1.0;1.0;1.0;1.0
**80180-7;2016 W37;1.0;1.0;1.0;1.0
**80010-7;2016 W37;2.0;3.0;5.0;11.0
**80060-9;2016 W37;2.0;2.0;4.0;8.0
**80070-1;2016 W37;1.0;2.0;5.0;8.0
**80040-8;2016 W37;1.0;2.0;5.0;8.0
**80160-2;2016 W36;1.0;1.0;1.0;1.0
**80160-2;2016 W37;1.0;1.0;3.0;3.0
**80190-1;2016 W37;2.0;3.0;6.0;13.0
**80220-7;2016 W37;2.0;2.0;2.0;4.0
**80230-0;2016 W37;2.0;5.0;3.0;10.0
**80230-6;2016 W37;1.0;4.0;4.0;10.0
**80000-4;2016 W37;2.0;3.0;5.0;11.0
**80110-0;2016 W36;1.0;1.0;1.0;1.0
**80100-4;2016 W37;2.0;3.0;5.0;11.0
**80140-5;2016 W37;2.0;2.0;1.0;2.0
**80050-2;2016 W37;2.0;3.0;2.0;5.0
**80230-6;2016 W36;4.0;4.0;1.0;4.0
**80230-6;2016 W37;3.0;5.0;5.0;21.0
**80130-8;2016 W37;1.0;2.0;6.0;9.0
**80030-4;2016 W37;1.0;1.0;4.0;4.0
**80100-9;2016 W37;1.0;2.0;5.0;9.0
**80200-2;2016 W37;2.0;2.0;4.0;8.0
**80140-4;2016 W36;2.0;2.0;1.0;2.0
**80170-8;2016 W37;2.0;2.0;5.0;10.0
**80230-3;2016 W37;1.0;5.0;6.0;16.0
**80220-2;2016 W36;2.0;2.0;1.0;2.0
**80220-2;2016 W37;1.0;2.0;3.0;4.0
**80050-0;2016 W37;1.0;3.0;5.0;10.0
**80180-5;2016 W37;1.0;3.0;6.0;12.0
**80220-8;2016 W37;1.0;2.0;5.0;6.0
**80170-2;2016 W37;1.0;1.0;1.0;1.0
**80000-1;2016 W37;2.0;2.0;2.0;4.0
**80010-8;2016 W37;1.0;3.0;4.0;7.0
**80180-4;2016 W36;1.0;1.0;1.0;1.0
**80170-4;2016 W37;1.0;1.0;4.0;4.0
**80030-7;2016 W37;1.0;1.0;5.0;5.0
**80010-3;2016 W37;1.0;1.0;1.0;1.0
**80060-5;2016 W37;2.0;2.0;1.0;2.0
**80030-7;2016 W37;1.0;2.0;3.0;4.0
**80230-7;2016 W37;1.0;2.0;3.0;5.0
**80010-3;2016 W37;3.0;4.0;3.0;11.0
**80140-8;2016 W37;2.0;2.0;3.0;6.0
**80210-1;2016 W37;2.0;2.0;2.0;4.0
**80140-1;2016 W37;1.0;3.0;4.0;7.0
**80230-2;2016 W37;1.0;3.0;3.0;6.0
**80140-6;2016 W37;2.0;3.0;6.0;14.0
**80020-5;2016 W37;2.0;2.0;1.0;2.0
**80110-8;2016 W37;1.0;1.0;3.0;3.0
**80210-1;2016 W37;1.0;4.0;6.0;18.0
**80180-4;2016 W37;1.0;3.0;7.0;14.0
**80040-4;2016 W37;2.0;2.0;1.0;2.0
**80100-3;2016 W37;1.0;1.0;2.0;2.0
**80110-0;2016 W36;2.0;2.0;1.0;2.0
**80200-9;2016 W37;1.0;3.0;5.0;10.0
**80050-5;2016 W37;1.0;1.0;4.0;4.0
**80080-0;2016 W37;1.0;2.0;4.0;5.0
**80120-2;2016 W37;2.0;2.0;1.0;2.0
**80140-8;2016 W37;1.0;3.0;6.0;12.0
**80150-0;2016 W37;1.0;1.0;2.0;2.0
**80130-8;2016 W37;1.0;3.0;5.0;11.0
**80130-8;2016 W37;2.0;4.0;6.0;15.0
**80200-2;2016 W37;2.0;2.0;1.0;2.0
**80230-9;2016 W36;2.0;2.0;1.0;2.0
**80230-9;2016 W37;1.0;3.0;5.0;10.0
**80000-6;2016 W37;1.0;2.0;3.0;4.0
**80220-2;2016 W37;2.0;2.0;1.0;2.0
**80060-9;2016 W37;1.0;1.0;3.0;3.0
**80150-8;2016 W37;2.0;2.0;4.0;8.0
**80150-6;2016 W37;2.0;2.0;1.0;2.0
**80240-4;2016 W37;1.0;2.0;5.0;7.0
**80060-1;2016 W37;2.0;2.0;1.0;2.0
**80120-3;2016 W37;2.0;4.0;4.0;10.0
**80190-1;2016 W37;4.0;4.0;1.0;4.0
**80140-6;2016 W37;2.0;2.0;5.0;10.0
**80000-2;2016 W37;2.0;4.0;2.0;6.0
**80040-8;2016 W37;2.0;2.0;1.0;2.0
**80160-1;2016 W37;2.0;2.0;1.0;2.0
**80090-3;2016 W37;1.0;3.0;2.0;4.0
**80020-7;2016 W37;1.0;1.0;1.0;1.0
**80110-8;2016 W37;1.0;1.0;1.0;1.0
**80040-6;2016 W37;2.0;3.0;6.0;13.0
**80050-8;2016 W37;1.0;3.0;5.0;11.0
**80050-0;2016 W37;1.0;1.0;1.0;1.0
**80010-0;2016 W37;2.0;2.0;1.0;2.0
**80140-9;2016 W37;1.0;1.0;5.0;5.0
**80180-2;2016 W37;2.0;4.0;2.0;6.0
**80000-1;2016 W36;2.0;2.0;1.0;2.0
**80000-1;2016 W37;2.0;3.0;4.0;9.0
**80100-5;2016 W37;2.0;2.0;1.0;2.0
**80000-8;2016 W37;3.0;3.0;1.0;3.0
**80090-3;2016 W37;1.0;1.0;4.0;4.0
**80020-9;2016 W36;2.0;2.0;1.0;2.0
**80020-9;2016 W37;1.0;1.0;3.0;3.0
**80240-3;2016 W37;1.0;1.0;1.0;1.0
**80010-2;2016 W37;2.0;2.0;1.0;2.0
**80170-4;2016 W37;1.0;1.0;3.0;3.0
**80220-4;2016 W37;2.0;3.0;5.0;11.0
**80050-4;2016 W36;3.0;3.0;1.0;3.0
**80050-4;2016 W37;3.0;3.0;4.0;12.0
**80070-4;2016 W36;1.0;1.0;1.0;1.0
**80070-4;2016 W37;1.0;2.0;5.0;6.0
**80200-2;2016 W37;2.0;2.0;1.0;2.0
**80040-6;2016 W37;2.0;2.0;1.0;2.0
**80000-2;2016 W37;1.0;1.0;5.0;5.0
**80150-1;2016 W37;2.0;3.0;5.0;11.0
**80000-1;2016 W37;1.0;4.0;4.0;9.0
**80240-6;2016 W37;1.0;2.0;6.0;7.0
**80160-2;2016 W37;1.0;2.0;3.0;4.0
**80210-9;2016 W37;2.0;2.0;1.0;2.0
**80110-7;2016 W37;2.0;2.0;1.0;2.0
**80030-7;2016 W37;1.0;3.0;5.0;7.0
**80150-0;2016 W37;1.0;1.0;3.0;3.0
**80160-5;2016 W37;1.0;1.0;1.0;1.0
**80150-2;2016 W37;2.0;3.0;3.0;7.0
**80190-4;2016 W37;1.0;6.0;5.0;17.0
**80160-0;2016 W37;4.0;4.0;1.0;4.0
**80130-2;2016 W37;1.0;1.0;1.0;1.0
**80090-8;2016 W37;2.0;2.0;2.0;4.0
**80100-9;2016 W37;2.0;2.0;3.0;6.0
**80160-0;2016 W37;1.0;3.0;4.0;8.0
**80030-7;2016 W37;1.0;2.0;6.0;7.0
**80210-5;2016 W37;2.0;5.0;5.0;13.0
**80090-9;2016 W37;1.0;3.0;6.0;11.0
**80180-3;2016 W37;1.0;1.0;3.0;3.0
**80020-9;2016 W37;2.0;4.0;4.0;11.0
**80130-8;2016 W37;2.0;2.0;6.0;12.0
**80210-5;2016 W37;2.0;2.0;1.0;2.0
**80070-9;2016 W37;1.0;2.0;6.0;11.0
**80120-8;2016 W37;1.0;3.0;4.0;7.0
**80090-8;2016 W37;2.0;2.0;1.0;2.0
**80080-1;2016 W37;2.0;4.0;5.0;13.0
**80050-8;2016 W37;1.0;2.0;5.0;7.0
**80100-0;2016 W37;1.0;1.0;5.0;5.0
**80240-8;2016 W37;2.0;2.0;1.0;2.0
**80110-0;2016 W37;1.0;4.0;4.0;8.0
**80140-6;2016 W37;1.0;2.0;4.0;6.0
**80070-2;2016 W37;1.0;3.0;3.0;6.0
**80220-4;2016 W37;3.0;3.0;2.0;6.0
**80240-2;2016 W37;1.0;2.0;5.0;8.0
**80220-8;2016 W37;1.0;3.0;5.0;10.0
**80070-8;2016 W37;1.0;3.0;2.0;4.0
**80200-2;2016 W37;1.0;1.0;1.0;1.0
**80030-7;2016 W37;2.0;4.0;3.0;8.0
**80050-1;2016 W37;2.0;3.0;5.0;12.0
**80190-1;2016 W37;1.0;2.0;6.0;8.0
**80030-1;2016 W37;1.0;1.0;1.0;1.0
**80190-3;2016 W36;1.0;1.0;1.0;1.0
**80190-3;2016 W37;1.0;2.0;4.0;6.0
**80130-7;2016 W37;2.0;2.0;1.0;2.0
**80060-9;2016 W37;1.0;4.0;5.0;13.0
**80150-9;2016 W37;2.0;3.0;5.0;11.0
**80060-0;2016 W37;2.0;2.0;1.0;2.0
**80180-2;2016 W37;2.0;2.0;2.0;4.0
**80200-5;2016 W37;4.0;4.0;1.0;4.0
**80090-7;2016 W37;2.0;2.0;3.0;6.0
**80140-1;2016 W37;1.0;1.0;1.0;1.0
**80070-8;2016 W37;2.0;2.0;3.0;6.0
**80240-4;2016 W36;1.0;1.0;1.0;1.0
**80240-4;2016 W37;1.0;3.0;7.0;18.0
**80240-4;2016 W37;1.0;4.0;4.0;10.0
**80120-0;2016 W37;2.0;6.0;5.0;17.0
**80010-9;2016 W37;1.0;5.0;4.0;11.0
**80150-6;2016 W36;3.0;3.0;1.0;3.0
**80150-6;2016 W37;2.0;4.0;4.0;13.0
**80100-7;2016 W37;1.0;3.0;6.0;12.0
**80030-1;2016 W37;3.0;6.0;3.0;13.0
**80100-9;2016 W37;2.0;2.0;1.0;2.0
**80060-7;2016 W37;1.0;1.0;3.0;3.0
**80040-2;2016 W37;2.0;3.0;2.0;5.0
**80010-7;2016 W37;2.0;2.0;2.0;4.0
**80110-1;2016 W37;4.0;4.0;1.0;4.0
**80100-0;2016 W36;1.0;1.0;1.0;1.0
**80140-0;2016 W36;4.0;4.0;1.0;4.0
**80100-7;2016 W37;2.0;2.0;5.0;10.0
**80100-3;2016 W37;1.0;3.0;3.0;6.0
**80090-4;2016 W37;1.0;1.0;3.0;3.0
**80130-0;2016 W36;2.0;2.0;1.0;2.0
**80130-0;2016 W37;2.0;4.0;4.0;10.0
**80050-6;2016 W36;2.0;2.0;1.0;2.0
**80010-3;2016 W37;2.0;2.0;5.0;10.0
**80240-6;2016 W37;1.0;1.0;5.0;5.0
**80010-7;2016 W37;1.0;2.0;6.0;11.0
**80050-2;2016 W37;2.0;2.0;1.0;2.0
**80120-1;2016 W37;1.0;1.0;1.0;1.0
**80210-4;2016 W37;2.0;2.0;4.0;8.0
**80000-4;2016 W37;1.0;1.0;3.0;3.0
**80120-5;2016 W37;2.0;4.0;7.0;26.0
**80180-9;2016 W37;1.0;4.0;2.0;5.0
**80220-5;2016 W36;1.0;1.0;1.0;1.0
**80220-5;2016 W37;2.0;4.0;2.0;6.0
**80190-3;2016 W37;2.0;2.0;5.0;10.0
**80050-5;2016 W37;1.0;1.0;2.0;2.0
**80020-2;2016 W37;2.0;5.0;2.0;7.0
**80070-9;2016 W37;4.0;4.0;1.0;4.0
**80080-3;2016 W37;1.0;1.0;2.0;2.0
**80040-1;2016 W37;1.0;1.0;2.0;2.0
**80160-2;2016 W37;1.0;3.0;5.0;9.0
**80100-1;2016 W37;1.0;2.0;5.0;6.0
**80190-6;2016 W37;2.0;3.0;2.0;5.0
**80140-4;2016 W37;1.0;2.0;5.0;6.0
**80060-5;2016 W37;2.0;3.0;6.0;13.0
**80080-2;2016 W36;1.0;1.0;1.0;1.0
**80110-9;2016 W36;1.0;1.0;1.0;1.0
**80110-9;2016 W37;1.0;2.0;5.0;8.0
**80150-3;2016 W37;2.0;2.0;1.0;2.0
**80150-9;2016 W36;2.0;2.0;1.0;2.0
**80150-9;2016 W37;2.0;3.0;6.0;13.0
**80090-0;2016 W37;1.0;4.0;6.0;17.0
**80020-2;2016 W37;1.0;1.0;1.0;1.0
**80190-8;2016 W37;1.0;2.0;2.0;3.0
**80090-0;2016 W37;1.0;3.0;7.0;12.0
**80150-3;2016 W37;1.0;5.0;7.0;18.0
**80110-0;2016 W37;1.0;4.0;5.0;10.0
**80020-8;2016 W37;2.0;2.0;4.0;8.0
**80240-0;2016 W37;1.0;1.0;5.0;5.0
**80090-7;2016 W37;1.0;3.0;5.0;10.0
**80190-6;2016 W37;1.0;2.0;4.0;5.0
**80000-0;2016 W36;2.0;2.0;1.0;2.0
**80020-1;2016 W37;2.0;2.0;5.0;10.0
**80030-7;2016 W37;1.0;3.0;3.0;5.0
**80200-9;2016 W37;2.0;2.0;5.0;10.0
**80160-9;2016 W36;2.0;2.0;1.0;2.0
**80160-9;2016 W37;2.0;2.0;5.0;10.0
**80120-0;2016 W37;1.0;2.0;5.0;9.0
**80200-4;2016 W37;1.0;2.0;5.0;7.0
**80150-2;2016 W37;1.0;1.0;5.0;5.0
**80060-5;2016 W37;1.0;1.0;1.0;1.0
**80110-5;2016 W37;1.0;2.0;6.0;9.0
**80210-8;2016 W37;2.0;6.0;4.0;16.0
**80140-2;2016 W37;1.0;1.0;1.0;1.0
**80160-7;2016 W36;3.0;3.0;1.0;3.0
**80210-1;2016 W37;1.0;1.0;4.0;4.0
**80170-2;2016 W36;1.0;1.0;1.0;1.0
**80170-2;2016 W37;1.0;3.0;5.0;10.0
**80120-7;2016 W37;1.0;1.0;2.0;2.0
**80220-2;2016 W37;2.0;3.0;3.0;7.0
**80060-5;2016 W37;1.0;1.0;2.0;2.0
**80050-8;2016 W37;1.0;2.0;5.0;7.0
**80220-1;2016 W37;1.0;1.0;1.0;1.0
**80020-2;2016 W37;3.0;3.0;1.0;3.0
**80160-7;2016 W36;1.0;1.0;1.0;1.0
**80160-7;2016 W37;2.0;4.0;6.0;14.0
**80210-8;2016 W37;2.0;3.0;5.0;12.0
**80120-0;2016 W37;1.0;2.0;4.0;5.0
**80040-8;2016 W37;2.0;4.0;4.0;10.0
**80080-5;2016 W37;1.0;2.0;5.0;6.0
**80000-7;2016 W37;2.0;3.0;6.0;13.0
**80080-7;2016 W36;2.0;2.0;1.0;2.0
**80080-7;2016 W37;1.0;2.0;4.0;7.0
**80130-9;2016 W37;2.0;3.0;5.0;13.0
**80120-2;2016 W36;4.0;4.0;1.0;4.0
**80120-2;2016 W37;2.0;2.0;4.0;8.0
**80010-7;2016 W36;2.0;2.0;1.0;2.0
**80030-2;2016 W36;1.0;1.0;1.0;1.0
**80030-2;2016 W37;1.0;8.0;5.0;19.0
**80100-6;2016 W37;1.0;1.0;1.0;1.0
**80200-7;2016 W37;1.0;3.0;5.0;7.0
**80170-0;2016 W37;1.0;3.0;5.0;10.0
**80110-4;2016 W37;2.0;3.0;6.0;13.0
**80120-6;2016 W37;1.0;2.0;4.0;7.0
**80170-8;2016 W37;1.0;3.0;6.0;10.0
**80190-5;2016 W37;1.0;1.0;4.0;4.0
**80070-7;2016 W37;2.0;2.0;6.0;12.0
**80000-3;2016 W37;1.0;3.0;4.0;9.0
**80040-3;2016 W37;2.0;3.0;5.0;11.0
**80010-0;2016 W37;1.0;3.0;4.0;6.0
**80100-8;2016 W37;2.0;4.0;4.0;10.0
**80110-8;2016 W37;1.0;2.0;2.0;3.0
**80100-3;2016 W36;2.0;2.0;1.0;2.0
**80100-3;2016 W37;1.0;3.0;5.0;10.0
**80010-1;2016 W37;2.0;2.0;1.0;2.0
**80130-7;2016 W37;2.0;3.0;5.0;13.0
**80140-0;2016 W37;1.0;1.0;3.0;3.0
**80040-5;2016 W37;2.0;4.0;6.0;18.0
**80220-9;2016 W37;2.0;3.0;6.0;13.0
**80020-1;2016 W36;1.0;1.0;1.0;1.0
**80020-1;2016 W37;1.0;2.0;5.0;7.0
**80160-5;2016 W37;1.0;2.0;4.0;6.0
**80200-8;2016 W37;1.0;4.0;2.0;5.0
**80020-7;2016 W37;1.0;2.0;7.0;11.0
**80000-7;2016 W37;2.0;3.0;6.0;13.0
**80130-1;2016 W37;1.0;1.0;5.0;5.0
**80120-4;2016 W37;4.0;4.0;1.0;4.0
**80180-8;2016 W37;1.0;2.0;2.0;3.0
**80020-0;2016 W37;1.0;4.0;6.0;11.0
**80130-0;2016 W37;1.0;3.0;3.0;6.0
**80210-8;2016 W37;1.0;2.0;4.0;7.0
**80200-2;2016 W37;1.0;1.0;2.0;2.0
**80050-0;2016 W37;1.0;4.0;6.0;17.0
**80100-7;2016 W37;2.0;3.0;3.0;7.0
**80110-8;2016 W37;1.0;4.0;5.0;11.0
**80180-0;2016 W37;1.0;1.0;1.0;1.0
**80000-0;2016 W37;2.0;2.0;1.0;2.0
**80000-1;2016 W37;4.0;4.0;2.0;8.0
**80050-7;2016 W37;1.0;1.0;6.0;6.0
**80080-0;2016 W37;1.0;1.0;1.0;1.0
**80150-0;2016 W36;3.0;3.0;1.0;3.0
**80150-0;2016 W37;2.0;3.0;6.0;13.0
**80200-7;2016 W37;1.0;1.0;5.0;5.0
**80080-8;2016 W37;2.0;3.0;6.0;17.0
**80210-6;2016 W37;1.0;2.0;3.0;4.0
**80110-3;2016 W37;1.0;1.0;2.0;2.0
**80030-5;2016 W36;4.0;4.0;1.0;4.0
**80030-5;2016 W37;2.0;5.0;6.0;22.0
